"wd_id","status","variable","value_old","value_new"
"Q22503588","MODvalue","name_en","Kahntah River","Kahntah"
"Q22503588","MODvalue","name_nl","Kahntah River","Kahntah"
"Q22503588","MODvalue","name_sv","Kahntah River","Kahntah"
"Q2155674","MODvalue","name_en","False River","False"
"Q217670","MODvalue","name_en","Kogaluc River","Kogaluc"
"Q268666","MODvalue","name_de","Nass River","Nass"
"Q268666","MODvalue","name_en","Nass River","Nass"
"Q268666","MODvalue","name_nl","Nass River","Nass"
"Q268666","MODvalue","name_sv","Nass River","Nass"
"Q266899","MODvalue","name_de","Fontas River","Fontas"
"Q266899","MODvalue","name_en","Fontas River","Fontas"
"Q266899","MODvalue","name_sv","Fontas River","Fontas"
"Q280106","MODvalue","name_de","Sikanni Chief River","Sikanni Chief"
"Q280106","MODvalue","name_en","Sikanni Chief River","Sikanni Chief"
"Q280106","MODvalue","name_sv","Sikanni Chief River","Sikanni Chief"
"Q2397964","MODvalue","name_de","Tazin River","Tazin"
"Q2397964","MODvalue","name_en","Tazin River","Tazin"
"Q217663","MODvalue","name_de","Tha-anne River","Tha-anne"
"Q217663","MODvalue","name_en","Tha-anne River","Tha-anne"
"Q217663","MODvalue","name_nl","Tha-anne River","Tha-anne"
"Q217663","MODvalue","name_sv","Tha-anne River","Tha-anne"
"Q217663","MODvalue","name_de","Tha-anne River","Tha-anne"
"Q217663","MODvalue","name_en","Tha-anne River","Tha-anne"
"Q217663","MODvalue","name_nl","Tha-anne River","Tha-anne"
"Q217663","MODvalue","name_sv","Tha-anne River","Tha-anne"
"Q1690616","MODvalue","name_en","Qurlutuq River","Qurlutuq"
"Q22607981","MODvalue","name_sv","Hay River","Hay"
"Q15115530","MODvalue","name_de","Ingenika River","Ingenika"
"Q15115530","MODvalue","name_en","Ingenika River","Ingenika"
"Q15115530","MODvalue","name_sv","Ingenika River","Ingenika"
"Q2397964","MODvalue","name_de","Tazin River","Tazin"
"Q2397964","MODvalue","name_en","Tazin River","Tazin"
"Q22353147","MODvalue","name_en","Abitau River","Abitau"
"Q22353147","MODvalue","name_sv","Abitau River","Abitau"
"Q2155693","MODvalue","name_en","Marralik River","Marralik"
"Q7649744","MODvalue","name_de","Sustut River","Sustut"
"Q7649744","MODvalue","name_en","Sustut River","Sustut"
"Q7649744","MODvalue","name_sv","Sustut River","Sustut"
"Q217670","MODvalue","name_en","Kogaluc River","Kogaluc"
"Q126153","MODvalue","name_en","Arnaud River","Arnaud"
"Q15842573","MODvalue","name_en","Falcoz River","Falcoz"
"Q217670","MODvalue","name_en","Kogaluc River","Kogaluc"
"Q217663","MODvalue","name_de","Tha-anne River","Tha-anne"
"Q217663","MODvalue","name_en","Tha-anne River","Tha-anne"
"Q217663","MODvalue","name_nl","Tha-anne River","Tha-anne"
"Q217663","MODvalue","name_sv","Tha-anne River","Tha-anne"
"Q719436","MODvalue","name_de","Kazan River","Kazan"
"Q719436","MODvalue","name_en","Kazan River","Kazan"
"Q719436","MODvalue","name_nl","Kazan River","Kazan"
"Q719436","MODvalue","name_sv","Kazan River","Kazan"
"Q15108141","MODvalue","name_de","Buffalo River","Buffalo"
"Q15108141","MODvalue","name_en","Buffalo River","Buffalo"
"Q217670","MODvalue","name_en","Kogaluc River","Kogaluc"
"Q2155693","MODvalue","name_en","Marralik River","Marralik"
"Q15118712","MODvalue","name_de","Little Buffalo River","Little Buffalo"
"Q15118712","MODvalue","name_en","Little Buffalo River","Little Buffalo"
"Q217663","MODvalue","name_de","Tha-anne River","Tha-anne"
"Q217663","MODvalue","name_en","Tha-anne River","Tha-anne"
"Q217663","MODvalue","name_nl","Tha-anne River","Tha-anne"
"Q217663","MODvalue","name_sv","Tha-anne River","Tha-anne"
"Q217663","MODvalue","name_de","Tha-anne River","Tha-anne"
"Q217663","MODvalue","name_en","Tha-anne River","Tha-anne"
"Q217663","MODvalue","name_nl","Tha-anne River","Tha-anne"
"Q217663","MODvalue","name_sv","Tha-anne River","Tha-anne"
"Q260158","MODvalue","name_de","Prophet River","Prophet"
"Q260158","MODvalue","name_en","Prophet River","Prophet"
"Q260158","MODvalue","name_sv","Prophet River","Prophet"
"Q1163523","MODvalue","name_de","Dubawnt River","Dubawnt"
"Q1163523","MODvalue","name_en","Dubawnt River","Dubawnt"
"Q22607981","MODvalue","name_sv","Hay River","Hay"
"Q22607981","MODvalue","name_sv","Hay River","Hay"
"Q217663","MODvalue","name_de","Tha-anne River","Tha-anne"
"Q217663","MODvalue","name_en","Tha-anne River","Tha-anne"
"Q217663","MODvalue","name_nl","Tha-anne River","Tha-anne"
"Q217663","MODvalue","name_sv","Tha-anne River","Tha-anne"
"Q217663","MODvalue","name_de","Tha-anne River","Tha-anne"
"Q217663","MODvalue","name_en","Tha-anne River","Tha-anne"
"Q217663","MODvalue","name_nl","Tha-anne River","Tha-anne"
"Q217663","MODvalue","name_sv","Tha-anne River","Tha-anne"
"Q266899","MODvalue","name_de","Fontas River","Fontas"
"Q266899","MODvalue","name_en","Fontas River","Fontas"
"Q266899","MODvalue","name_sv","Fontas River","Fontas"
"Q268666","MODvalue","name_de","Nass River","Nass"
"Q268666","MODvalue","name_en","Nass River","Nass"
"Q268666","MODvalue","name_nl","Nass River","Nass"
"Q268666","MODvalue","name_sv","Nass River","Nass"
"Q15107466","MODvalue","name_de","Bell-Irving River","Bell-Irving"
"Q15107466","MODvalue","name_en","Bell-Irving River","Bell-Irving"
"Q15107466","MODvalue","name_sv","Bell-Irving River","Bell-Irving"
"Q15117850","MODvalue","name_de","Kwadacha River","Kwadacha"
"Q15117850","MODvalue","name_en","Kwadacha River","Kwadacha"
"Q15117850","MODvalue","name_sv","Kwadacha River","Kwadacha"
"Q15132109","MODvalue","name_de","Thoa River","Thoa"
"Q15132109","MODvalue","name_en","Thoa River","Thoa"
"Q15132109","MODvalue","name_nl","Thoa River","Thoa"
"Q15132109","MODvalue","name_sv","Thoa River","Thoa"
"Q270574","MODvalue","name_de","Fort Nelson River","Fort Nelson"
"Q270574","MODvalue","name_en","Fort Nelson River","Fort Nelson"
"Q270574","MODvalue","name_es","Fort Nelson River","Fort Nelson"
"Q270574","MODvalue","name_nl","Fort Nelson River","Fort Nelson"
"Q270574","MODvalue","name_sv","Fort Nelson River","Fort Nelson"
"Q265803","MODvalue","name_de","Muskwa River","Muskwa"
"Q265803","MODvalue","name_en","Muskwa River","Muskwa"
"Q265803","MODvalue","name_sv","Muskwa River","Muskwa"
"Q1163523","MODvalue","name_de","Dubawnt River","Dubawnt"
"Q1163523","MODvalue","name_en","Dubawnt River","Dubawnt"
"Q1690616","MODvalue","name_en","Qurlutuq River","Qurlutuq"
"Q22554027","MODvalue","name_en","Kotcho River","Kotcho"
"Q22554027","MODvalue","name_nl","Kotcho River","Kotcho"
"Q22554027","MODvalue","name_sv","Kotcho River","Kotcho"
"Q1163523","MODvalue","name_de","Dubawnt River","Dubawnt"
"Q1163523","MODvalue","name_en","Dubawnt River","Dubawnt"
"Q2397964","MODvalue","name_de","Tazin River","Tazin"
"Q2397964","MODvalue","name_en","Tazin River","Tazin"
"Q2391021","MODvalue","name_de","Taltson River","Taltson"
"Q2391021","MODvalue","name_en","Taltson River","Taltson"
"Q2391021","MODvalue","name_nl","Taltson River","Taltson"
"Q2391021","MODvalue","name_sv","Taltson River","Taltson"
"Q2391021","MODvalue","name_de","Taltson River","Taltson"
"Q2391021","MODvalue","name_en","Taltson River","Taltson"
"Q2391021","MODvalue","name_nl","Taltson River","Taltson"
"Q2391021","MODvalue","name_sv","Taltson River","Taltson"
"Q719436","MODvalue","name_de","Kazan River","Kazan"
"Q719436","MODvalue","name_en","Kazan River","Kazan"
"Q719436","MODvalue","name_nl","Kazan River","Kazan"
"Q719436","MODvalue","name_sv","Kazan River","Kazan"
"Q7056518","MODvalue","name_en","North River","North"
"Q15842574","MODvalue","name_en","Ford River","Ford"
"Q2391021","MODvalue","name_de","Taltson River","Taltson"
"Q2391021","MODvalue","name_en","Taltson River","Taltson"
"Q2391021","MODvalue","name_nl","Taltson River","Taltson"
"Q2391021","MODvalue","name_sv","Taltson River","Taltson"
"Q20750417","MODvalue","name_en","Sorehead River","Sorehead"
"Q20750417","NEWvalue","name_sv","","Rivière Sorehead"
"Q2391021","MODvalue","name_de","Taltson River","Taltson"
"Q2391021","MODvalue","name_en","Taltson River","Taltson"
"Q2391021","MODvalue","name_nl","Taltson River","Taltson"
"Q2391021","MODvalue","name_sv","Taltson River","Taltson"
"Q2391021","MODvalue","name_de","Taltson River","Taltson"
"Q2391021","MODvalue","name_en","Taltson River","Taltson"
"Q2391021","MODvalue","name_nl","Taltson River","Taltson"
"Q2391021","MODvalue","name_sv","Taltson River","Taltson"
"Q270423","MODvalue","name_de","Gataga River","Gataga"
"Q270423","MODvalue","name_en","Gataga River","Gataga"
"Q270423","MODvalue","name_sv","Gataga River","Gataga"
"Q2391021","MODvalue","name_de","Taltson River","Taltson"
"Q2391021","MODvalue","name_en","Taltson River","Taltson"
"Q2391021","MODvalue","name_nl","Taltson River","Taltson"
"Q2391021","MODvalue","name_sv","Taltson River","Taltson"
"Q2391021","MODvalue","name_de","Taltson River","Taltson"
"Q2391021","MODvalue","name_en","Taltson River","Taltson"
"Q2391021","MODvalue","name_nl","Taltson River","Taltson"
"Q2391021","MODvalue","name_sv","Taltson River","Taltson"
"Q644607","MODvalue","name_de","Unuk River","Unuk"
"Q644607","MODvalue","name_en","Unuk River","Unuk"
"Q644607","MODvalue","name_nl","Unuk River","Unuk"
"Q20671938","MODvalue","name_en","Lefroy River","Lefroy"
"Q20671938","MODvalue","name_nl","Lefroy River","Lefroy"
"Q265803","MODvalue","name_de","Muskwa River","Muskwa"
"Q265803","MODvalue","name_en","Muskwa River","Muskwa"
"Q265803","MODvalue","name_sv","Muskwa River","Muskwa"
"Q2391021","MODvalue","name_de","Taltson River","Taltson"
"Q2391021","MODvalue","name_en","Taltson River","Taltson"
"Q2391021","MODvalue","name_nl","Taltson River","Taltson"
"Q2391021","MODvalue","name_sv","Taltson River","Taltson"
"Q270574","MODvalue","name_de","Fort Nelson River","Fort Nelson"
"Q270574","MODvalue","name_en","Fort Nelson River","Fort Nelson"
"Q270574","MODvalue","name_es","Fort Nelson River","Fort Nelson"
"Q270574","MODvalue","name_nl","Fort Nelson River","Fort Nelson"
"Q270574","MODvalue","name_sv","Fort Nelson River","Fort Nelson"
"Q270571","MODvalue","name_de","Petitot River","Petitot"
"Q270571","MODvalue","name_en","Petitot River","Petitot"
"Q270571","MODvalue","name_nl","Petitot River","Petitot"
"Q270571","MODvalue","name_sv","Petitot River","Petitot"
"Q19847205","MODvalue","name_en","Chukotat River","Chukotat"
"Q19847205","MODvalue","name_nl","Chukotat River","Chukotat"
"Q15108141","MODvalue","name_de","Buffalo River","Buffalo"
"Q15108141","MODvalue","name_en","Buffalo River","Buffalo"
"Q270571","MODvalue","name_de","Petitot River","Petitot"
"Q270571","MODvalue","name_en","Petitot River","Petitot"
"Q270571","MODvalue","name_nl","Petitot River","Petitot"
"Q270571","MODvalue","name_sv","Petitot River","Petitot"
"Q268222","MODvalue","name_de","Kechika River","Kechika"
"Q268222","MODvalue","name_en","Kechika River","Kechika"
"Q268222","MODvalue","name_fr","Kechika River","Kechika"
"Q268222","MODvalue","name_nl","Kechika River","Kechika"
"Q268222","MODvalue","name_sv","Kechika River","Kechika"
"Q15126242","MODvalue","name_en","Lepellé River","Lepellé"
"Q20050874","MODvalue","name_en","Brochant River","Brochant"
"Q20050874","MODvalue","name_nl","Brochant River","Brochant"
"Q719436","MODvalue","name_de","Kazan River","Kazan"
"Q719436","MODvalue","name_en","Kazan River","Kazan"
"Q719436","MODvalue","name_nl","Kazan River","Kazan"
"Q719436","MODvalue","name_sv","Kazan River","Kazan"
"Q1406237","MODvalue","name_de","Ferguson River","Ferguson"
"Q1406237","MODvalue","name_en","Ferguson River","Ferguson"
"Q2437592","MODvalue","name_de","Toad River","Toad"
"Q2437592","MODvalue","name_en","Toad River","Toad"
"Q2437592","MODvalue","name_fr","Toad River","Toad"
"Q2437592","MODvalue","name_sv","Toad River","Toad"
"Q268328","MODvalue","name_de","Iskut River","Iskut"
"Q268328","MODvalue","name_en","Iskut River","Iskut"
"Q268328","MODvalue","name_fr","Iskut River","Iskut"
"Q268328","MODvalue","name_nl","Iskut River","Iskut"
"Q268328","MODvalue","name_sv","Iskut River","Iskut"
"Q15126242","MODvalue","name_en","Lepellé River","Lepellé"
"Q22604623","MODvalue","name_en","Dunedin River","Dunedin"
"Q22604623","MODvalue","name_nl","Dunedin River","Dunedin"
"Q22604623","MODvalue","name_sv","Dunedin River","Dunedin"
"Q15842581","MODvalue","name_en","Koroc River","Koroc"
"Q268328","MODvalue","name_de","Iskut River","Iskut"
"Q268328","MODvalue","name_en","Iskut River","Iskut"
"Q268328","MODvalue","name_fr","Iskut River","Iskut"
"Q268328","MODvalue","name_nl","Iskut River","Iskut"
"Q268328","MODvalue","name_sv","Iskut River","Iskut"
"Q7908009","MODvalue","name_en","Vachon River","Vachon"
"Q126153","MODvalue","name_en","Arnaud River","Arnaud"
"Q5364109","MODvalue","name_en","Elk River","Elk"
"Q5364109","MODvalue","name_pl","Elk River","Elk"
"Q1406237","MODvalue","name_de","Ferguson River","Ferguson"
"Q1406237","MODvalue","name_en","Ferguson River","Ferguson"
"Q1406237","MODvalue","name_de","Ferguson River","Ferguson"
"Q1406237","MODvalue","name_en","Ferguson River","Ferguson"
"Q20011158","MODvalue","name_en","Buet River","Buet"
"Q20011158","MODvalue","name_nl","Buet River","Buet"
"Q20011158","MODvalue","name_en","Buet River","Buet"
"Q20011158","MODvalue","name_nl","Buet River","Buet"
"Q7908009","MODvalue","name_en","Vachon River","Vachon"
"Q2391021","MODvalue","name_de","Taltson River","Taltson"
"Q2391021","MODvalue","name_en","Taltson River","Taltson"
"Q2391021","MODvalue","name_nl","Taltson River","Taltson"
"Q2391021","MODvalue","name_sv","Taltson River","Taltson"
"Q2391021","MODvalue","name_de","Taltson River","Taltson"
"Q2391021","MODvalue","name_en","Taltson River","Taltson"
"Q2391021","MODvalue","name_nl","Taltson River","Taltson"
"Q2391021","MODvalue","name_sv","Taltson River","Taltson"
"Q1406237","MODvalue","name_de","Ferguson River","Ferguson"
"Q1406237","MODvalue","name_en","Ferguson River","Ferguson"
"Q6349481","MODvalue","name_de","Kakisa River","Kakisa"
"Q6349481","MODvalue","name_en","Kakisa River","Kakisa"
"Q6349481","MODvalue","name_sv","Kakisa River","Kakisa"
"Q6349481","MODvalue","name_de","Kakisa River","Kakisa"
"Q6349481","MODvalue","name_en","Kakisa River","Kakisa"
"Q6349481","MODvalue","name_sv","Kakisa River","Kakisa"
"Q15125737","MODvalue","name_de","Rabbit River","Rabbit"
"Q15125737","MODvalue","name_en","Rabbit River","Rabbit"
"Q268222","MODvalue","name_de","Kechika River","Kechika"
"Q268222","MODvalue","name_en","Kechika River","Kechika"
"Q268222","MODvalue","name_fr","Kechika River","Kechika"
"Q268222","MODvalue","name_nl","Kechika River","Kechika"
"Q268222","MODvalue","name_sv","Kechika River","Kechika"
"Q1795069","MODvalue","name_en","Kovik River","Kovik"
"Q15842562","MODvalue","name_en","Alluviaq River","Alluviaq"
"Q1795069","MODvalue","name_en","Kovik River","Kovik"
"Q6349481","MODvalue","name_de","Kakisa River","Kakisa"
"Q6349481","MODvalue","name_en","Kakisa River","Kakisa"
"Q6349481","MODvalue","name_sv","Kakisa River","Kakisa"
"Q1406237","MODvalue","name_de","Ferguson River","Ferguson"
"Q1406237","MODvalue","name_en","Ferguson River","Ferguson"
"Q1406237","MODvalue","name_de","Ferguson River","Ferguson"
"Q1406237","MODvalue","name_en","Ferguson River","Ferguson"
"Q1795069","MODvalue","name_en","Kovik River","Kovik"
"Q22635897","MODvalue","name_sv","Muskeg River","Muskeg"
"Q270571","MODvalue","name_de","Petitot River","Petitot"
"Q270571","MODvalue","name_en","Petitot River","Petitot"
"Q270571","MODvalue","name_nl","Petitot River","Petitot"
"Q270571","MODvalue","name_sv","Petitot River","Petitot"
"Q7855807","MODvalue","name_de","Turnagain River","Turnagain"
"Q7855807","MODvalue","name_en","Turnagain River","Turnagain"
"Q7855807","MODvalue","name_sv","Turnagain River","Turnagain"
"Q19986116","MODvalue","name_en","Latourette River","Latourette"
"Q19986116","MODvalue","name_nl","Latourette River","Latourette"
"Q4878156","MODvalue","name_de","Beaver River","Beaver"
"Q4878156","MODvalue","name_en","Beaver River","Beaver"
"Q4878156","MODvalue","name_sv","Beaver River","Beaver"
"Q22566721","MODvalue","name_sv","La Biche River","La Biche"
"Q7846618","MODvalue","name_de","Trout River","Trout"
"Q7846618","MODvalue","name_en","Trout River","Trout"
"Q7846618","MODvalue","name_sv","Trout River","Trout"
"Q268222","MODvalue","name_de","Kechika River","Kechika"
"Q268222","MODvalue","name_en","Kechika River","Kechika"
"Q268222","MODvalue","name_fr","Kechika River","Kechika"
"Q268222","MODvalue","name_nl","Kechika River","Kechika"
"Q268222","MODvalue","name_sv","Kechika River","Kechika"
"Q7545292","MODvalue","name_de","Smith River","Smith"
"Q7545292","MODvalue","name_en","Smith River","Smith"
"Q7545292","MODvalue","name_sv","Smith River","Smith"
"Q270283","MODvalue","name_de","Dease River","Dease"
"Q270283","MODvalue","name_en","Dease River","Dease"
"Q270283","MODvalue","name_sv","Dease River","Dease"
"Q5903970","MODvalue","name_de","Horn River","Horn"
"Q5903970","MODvalue","name_en","Horn River","Horn"
"Q5903970","MODvalue","name_sv","Horn River","Horn"
"Q22629110","MODvalue","name_en","Hoarfrost River","Hoarfrost"
"Q22629110","MODvalue","name_nl","Hoarfrost River","Hoarfrost"
"Q22629110","MODvalue","name_sv","Hoarfrost River","Hoarfrost"
"Q270502","MODvalue","name_de","Inklin River","Inklin"
"Q270502","MODvalue","name_en","Inklin River","Inklin"
"Q270502","MODvalue","name_sv","Inklin River","Inklin"
"Q268335","MODvalue","name_de","Coal River","Coal"
"Q268335","MODvalue","name_en","Coal River","Coal"
"Q268335","MODvalue","name_sv","Coal River","Coal"
"Q7229424","MODvalue","name_en","Poplar River","Poplar"
"Q7229424","MODvalue","name_fr","Poplar River","Poplar"
"Q1163523","MODvalue","name_de","Dubawnt River","Dubawnt"
"Q1163523","MODvalue","name_en","Dubawnt River","Dubawnt"
"Q719436","MODvalue","name_de","Kazan River","Kazan"
"Q719436","MODvalue","name_en","Kazan River","Kazan"
"Q719436","MODvalue","name_nl","Kazan River","Kazan"
"Q719436","MODvalue","name_sv","Kazan River","Kazan"
"Q5903970","MODvalue","name_de","Horn River","Horn"
"Q5903970","MODvalue","name_en","Horn River","Horn"
"Q5903970","MODvalue","name_sv","Horn River","Horn"
"Q5903970","MODvalue","name_de","Horn River","Horn"
"Q5903970","MODvalue","name_en","Horn River","Horn"
"Q5903970","MODvalue","name_sv","Horn River","Horn"
"Q1163523","MODvalue","name_de","Dubawnt River","Dubawnt"
"Q1163523","MODvalue","name_en","Dubawnt River","Dubawnt"
"Q187803","MODvalue","name_de","Yellowknife River","Yellowknife"
"Q187803","MODvalue","name_en","Yellowknife River","Yellowknife"
"Q187803","MODvalue","name_sv","Yellowknife River","Yellowknife"
"Q1163523","MODvalue","name_de","Dubawnt River","Dubawnt"
"Q1163523","MODvalue","name_en","Dubawnt River","Dubawnt"
"Q187803","MODvalue","name_de","Yellowknife River","Yellowknife"
"Q187803","MODvalue","name_en","Yellowknife River","Yellowknife"
"Q187803","MODvalue","name_sv","Yellowknife River","Yellowknife"
"Q1867521","MODvalue","name_de","Lockhart River","Lockhart"
"Q1867521","MODvalue","name_en","Lockhart River","Lockhart"
"Q1867521","MODvalue","name_sv","Lockhart River","Lockhart"
"Q1163523","MODvalue","name_de","Dubawnt River","Dubawnt"
"Q1163523","MODvalue","name_en","Dubawnt River","Dubawnt"
"Q268335","MODvalue","name_de","Coal River","Coal"
"Q268335","MODvalue","name_en","Coal River","Coal"
"Q268335","MODvalue","name_sv","Coal River","Coal"
"Q22468629","MODvalue","name_en","McCrea River","McCrea"
"Q22468629","MODvalue","name_nl","McCrea River","McCrea"
"Q22468629","MODvalue","name_sv","McCrea River","McCrea"
"Q15115326","MODvalue","name_de","Hyland River","Hyland"
"Q15115326","MODvalue","name_en","Hyland River","Hyland"
"Q15115326","MODvalue","name_sv","Hyland River","Hyland"
"Q187803","MODvalue","name_de","Yellowknife River","Yellowknife"
"Q187803","MODvalue","name_en","Yellowknife River","Yellowknife"
"Q187803","MODvalue","name_sv","Yellowknife River","Yellowknife"
"Q2123615","MODvalue","name_de","Quoich River","Quoich"
"Q2123615","NEWvalue","name_en","","Quoich"
"Q2123615","NEWvalue","name_nl","","Quoich"
"Q2123615","NEWvalue","name_sv","","Quoich"
"Q22468629","MODvalue","name_en","McCrea River","McCrea"
"Q22468629","MODvalue","name_nl","McCrea River","McCrea"
"Q22468629","MODvalue","name_sv","McCrea River","McCrea"
"Q1163523","MODvalue","name_de","Dubawnt River","Dubawnt"
"Q1163523","MODvalue","name_en","Dubawnt River","Dubawnt"
"Q15134975","MODvalue","name_de","Willowlake River","Willowlake"
"Q15134975","MODvalue","name_en","Willowlake River","Willowlake"
"Q15134975","MODvalue","name_nl","Willowlake River","Willowlake"
"Q15134975","MODvalue","name_sv","Willowlake River","Willowlake"
"Q269983","MODvalue","name_en","Little Rancheria River","Little Rancheria"
"Q269983","MODvalue","name_sv","Little Rancheria River","Little Rancheria"
"Q2123615","MODvalue","name_de","Quoich River","Quoich"
"Q2123615","NEWvalue","name_en","","Quoich"
"Q2123615","NEWvalue","name_nl","","Quoich"
"Q2123615","NEWvalue","name_sv","","Quoich"
"Q15134975","MODvalue","name_de","Willowlake River","Willowlake"
"Q15134975","MODvalue","name_en","Willowlake River","Willowlake"
"Q15134975","MODvalue","name_nl","Willowlake River","Willowlake"
"Q15134975","MODvalue","name_sv","Willowlake River","Willowlake"
"Q2389724","MODvalue","name_de","Taku River","Taku"
"Q2389724","MODvalue","name_en","Taku River","Taku"
"Q2389724","MODvalue","name_nl","Taku River","Taku"
"Q2389724","MODvalue","name_sv","Taku River","Taku"
"Q5903970","MODvalue","name_de","Horn River","Horn"
"Q5903970","MODvalue","name_en","Horn River","Horn"
"Q5903970","MODvalue","name_sv","Horn River","Horn"
"Q7290792","MODvalue","name_de","Rancheria River","Rancheria"
"Q7290792","MODvalue","name_en","Rancheria River","Rancheria"
"Q7290792","MODvalue","name_sv","Rancheria River","Rancheria"
"Q1867521","MODvalue","name_de","Lockhart River","Lockhart"
"Q1867521","MODvalue","name_en","Lockhart River","Lockhart"
"Q1867521","MODvalue","name_sv","Lockhart River","Lockhart"
"Q2249","MODvalue","name_de","Liard River","Liard"
"Q2249","MODvalue","name_en","Liard River","Liard"
"Q2249","MODvalue","name_sv","Liard River","Liard"
"Q22504785","MODvalue","name_de","Frances River","Frances"
"Q22504785","MODvalue","name_en","Frances River","Frances"
"Q22504785","MODvalue","name_nl","Frances River","Frances"
"Q22504785","MODvalue","name_sv","Frances River","Frances"
"Q7290792","MODvalue","name_de","Rancheria River","Rancheria"
"Q7290792","MODvalue","name_en","Rancheria River","Rancheria"
"Q7290792","MODvalue","name_sv","Rancheria River","Rancheria"
"Q15128716","MODvalue","name_de","Snare River","Snare"
"Q1867521","MODvalue","name_de","Lockhart River","Lockhart"
"Q1867521","MODvalue","name_en","Lockhart River","Lockhart"
"Q1867521","MODvalue","name_sv","Lockhart River","Lockhart"
"Q15119414","MODvalue","name_de","Marian River","Marian"
"Q15119414","MODvalue","name_en","Marian River","Marian"
"Q15119414","MODvalue","name_nl","Marian River","Marian"
"Q15119414","MODvalue","name_sv","Marian River","Marian"
"Q5457781","MODvalue","name_en","Flat River","Flat"
"Q5457781","MODvalue","name_nl","Flat River","Flat"
"Q15110758","MODvalue","name_de","Flat River","Flat"
"Q15134975","MODvalue","name_de","Willowlake River","Willowlake"
"Q15134975","MODvalue","name_en","Willowlake River","Willowlake"
"Q15134975","MODvalue","name_nl","Willowlake River","Willowlake"
"Q15134975","MODvalue","name_sv","Willowlake River","Willowlake"
"Q15119414","MODvalue","name_de","Marian River","Marian"
"Q15119414","MODvalue","name_en","Marian River","Marian"
"Q15119414","MODvalue","name_nl","Marian River","Marian"
"Q15119414","MODvalue","name_sv","Marian River","Marian"
"Q15110333","MODvalue","name_de","Emile River","Emile"
"Q15110333","MODvalue","name_en","Emile River","Emile"
"Q15110333","MODvalue","name_nl","Emile River","Emile"
"Q15110333","MODvalue","name_sv","Emile River","Emile"
"Q2123615","MODvalue","name_de","Quoich River","Quoich"
"Q2123615","NEWvalue","name_en","","Quoich"
"Q2123615","NEWvalue","name_nl","","Quoich"
"Q2123615","NEWvalue","name_sv","","Quoich"
"Q2372735","MODvalue","name_de","Swift River","Swift"
"Q2372735","MODvalue","name_en","Swift River","Swift"
"Q2372735","MODvalue","name_nl","Swift River","Swift"
"Q2372735","MODvalue","name_sv","Swift River","Swift"
"Q3439","MODvalue","name_de","North Nahanni River","North Nahanni"
"Q3439","MODvalue","name_en","North Nahanni River","North Nahanni"
"Q3439","MODvalue","name_it","North Nahanni River","North Nahanni"
"Q3439","MODvalue","name_nl","North Nahanni River","North Nahanni"
"Q3439","NEWvalue","name_ru","","Норт-На­хан­ни"
"Q3439","MODvalue","name_sv","North Nahanni River","North Nahanni"
"Q3439","MODvalue","name_de","North Nahanni River","North Nahanni"
"Q3439","MODvalue","name_en","North Nahanni River","North Nahanni"
"Q3439","MODvalue","name_it","North Nahanni River","North Nahanni"
"Q3439","MODvalue","name_nl","North Nahanni River","North Nahanni"
"Q3439","NEWvalue","name_ru","","Норт-На­хан­ни"
"Q3439","MODvalue","name_sv","North Nahanni River","North Nahanni"
"Q15134975","MODvalue","name_de","Willowlake River","Willowlake"
"Q15134975","MODvalue","name_en","Willowlake River","Willowlake"
"Q15134975","MODvalue","name_nl","Willowlake River","Willowlake"
"Q15134975","MODvalue","name_sv","Willowlake River","Willowlake"
"Q798339","MODvalue","name_de","Back River","Back"
"Q798339","MODvalue","name_en","Back River","Back"
"Q798339","MODvalue","name_nl","Back River","Back"
"Q798339","MODvalue","name_sv","Back River","Back"
"Q15134975","MODvalue","name_de","Willowlake River","Willowlake"
"Q15134975","MODvalue","name_en","Willowlake River","Willowlake"
"Q15134975","MODvalue","name_nl","Willowlake River","Willowlake"
"Q15134975","MODvalue","name_sv","Willowlake River","Willowlake"
"Q187803","MODvalue","name_de","Yellowknife River","Yellowknife"
"Q187803","MODvalue","name_en","Yellowknife River","Yellowknife"
"Q187803","MODvalue","name_sv","Yellowknife River","Yellowknife"
"Q1571301","MODvalue","name_de","Soper River","Soper"
"Q1571301","MODvalue","name_en","Soper River","Soper"
"Q1571301","MODvalue","name_nl","Soper River","Soper"
"Q1571301","MODvalue","name_sv","Soper River","Soper"
"Q15128716","MODvalue","name_de","Snare River","Snare"
"Q15119414","MODvalue","name_de","Marian River","Marian"
"Q15119414","MODvalue","name_en","Marian River","Marian"
"Q15119414","MODvalue","name_nl","Marian River","Marian"
"Q15119414","MODvalue","name_sv","Marian River","Marian"
"Q15128716","MODvalue","name_de","Snare River","Snare"
"Q15126341","MODvalue","name_de","Root River","Root"
"Q15126341","MODvalue","name_en","Root River","Root"
"Q15126341","MODvalue","name_nl","Root River","Root"
"Q15126341","MODvalue","name_sv","Root River","Root"
"Q2123615","MODvalue","name_de","Quoich River","Quoich"
"Q2123615","NEWvalue","name_en","","Quoich"
"Q2123615","NEWvalue","name_nl","","Quoich"
"Q2123615","NEWvalue","name_sv","","Quoich"
"Q15128716","MODvalue","name_de","Snare River","Snare"
"Q15128716","MODvalue","name_de","Snare River","Snare"
"Q15119414","MODvalue","name_de","Marian River","Marian"
"Q15119414","MODvalue","name_en","Marian River","Marian"
